gene_symbol,entrez_id,ensembl_gene_id,mgi_gene_id,uniprot_id,family_id,sf_id,family_name,subfamily_name
Scgb1a1,,,MGI:98919,,PTHR10136,PTHR10136:SF6,SECRETOGLOBIN FAMILY 1 MEMBER,UTEROGLOBIN
Scgb1b10,,,MGI:3782569,,PTHR21226,PTHR21226:SF8,ABPA10-RELATED,ABPA10-RELATED
Scgb1b12,,,MGI:3645736,,PTHR21226,PTHR21226:SF8,ABPA10-RELATED,ABPA10-RELATED
Scgb1b15,,,MGI:3782584,,PTHR21226,PTHR21226:SF8,ABPA10-RELATED,ABPA10-RELATED
Scgb1b18,,,MGI:5578742,,PTHR21226,PTHR21226:SF8,ABPA10-RELATED,ABPA10-RELATED
Scgb1b19,,,MGI:3646447,,PTHR21226,PTHR21226:SF8,ABPA10-RELATED,ABPA10-RELATED
Scgb1b2,,,MGI:1930867,,PTHR21226,PTHR21226:SF8,ABPA10-RELATED,ABPA10-RELATED
Scgb1b20,,,MGI:3779681,,PTHR21226,PTHR21226:SF8,ABPA10-RELATED,ABPA10-RELATED
Scgb1b24,,,MGI:3649643,,PTHR21226,PTHR21226:SF8,ABPA10-RELATED,ABPA10-RELATED
Scgb1b27,,,MGI:87862,,PTHR21226,PTHR21226:SF8,ABPA10-RELATED,ABPA10-RELATED
Scgb1b3,,,MGI:3644233,,PTHR21226,PTHR21226:SF8,ABPA10-RELATED,ABPA10-RELATED
Scgb1b30,,,MGI:3649901,,PTHR21226,PTHR21226:SF8,ABPA10-RELATED,ABPA10-RELATED
Scgb1b7,,,MGI:3643480,,PTHR21226,PTHR21226:SF8,ABPA10-RELATED,ABPA10-RELATED
Scgb1c1,,,MGI:2655401,,PTHR10136,PTHR10136:SF8,SECRETOGLOBIN FAMILY 1 MEMBER,SECRETOGLOBIN FAMILY 1C MEMBER 1-RELATED
Scgb2a2,,,MGI:3780828,,PTHR14037,PTHR14037:SF4,MAMMAGLOBIN-RELATED,MAMMAGLOBIN-A
Scgb2b11,,,MGI:3782867,,PTHR31708,PTHR31708:SF1,ABPBG26-RELATED,ABPBG11-RELATED
Scgb2b12,,,MGI:3645177,,PTHR31708,PTHR31708:SF1,ABPBG26-RELATED,ABPBG11-RELATED
Scgb2b15,,,MGI:3644904,,PTHR31708,PTHR31708:SF1,ABPBG26-RELATED,ABPBG11-RELATED
Scgb2b18,,,MGI:3782872,,PTHR31708,PTHR31708:SF1,ABPBG26-RELATED,ABPBG11-RELATED
Scgb2b19,,,MGI:3648809,,PTHR31708,PTHR31708:SF1,ABPBG26-RELATED,ABPBG11-RELATED
Scgb2b2,,,MGI:3042579,,PTHR31708,PTHR31708:SF0,ABPBG26-RELATED,ABPBG26-RELATED
Scgb2b20,,,MGI:3514009,,PTHR31708,PTHR31708:SF1,ABPBG26-RELATED,ABPBG11-RELATED
Scgb2b21,,,MGI:3648283,,PTHR31708,PTHR31708:SF1,ABPBG26-RELATED,ABPBG11-RELATED
Scgb2b24,,,MGI:2655741,,PTHR31708,PTHR31708:SF1,ABPBG26-RELATED,ABPBG11-RELATED
Scgb2b26,,,MGI:87864,,PTHR31708,PTHR31708:SF0,ABPBG26-RELATED,ABPBG26-RELATED
Scgb2b27,,,MGI:87863,,PTHR31708,PTHR31708:SF0,ABPBG26-RELATED,ABPBG26-RELATED
Scgb2b3,,,MGI:3782547,,PTHR31708,PTHR31708:SF0,ABPBG26-RELATED,ABPBG26-RELATED
Scgb2b7,,,MGI:3782864,,PTHR31708,PTHR31708:SF1,ABPBG26-RELATED,ABPBG11-RELATED
Scgb3a1,,,MGI:1915912,,PTHR34829,PTHR34829:SF1,SECRETOGLOBIN FAMILY 3A MEMBER 2,SECRETOGLOBIN FAMILY 3A MEMBER 1
Scgb3a2,,,MGI:2153470,,PTHR34829,PTHR34829:SF2,SECRETOGLOBIN FAMILY 3A MEMBER 2,SECRETOGLOBIN FAMILY 3A MEMBER 2
Scgn,,,MGI:2384873,,PTHR19972,PTHR19972:SF10,CALBINDIN,SECRETAGOGIN
Schip1,,,MGI:1353557,,PTHR13103,PTHR13103:SF2,SCHWANNOMIN INTERACTING PROTEIN 1,IQCJ-SCHIP1 READTHROUGH TRANSCRIPT PROTEIN-RELATED
Scimp,,,MGI:3610314,,PTHR12044,PTHR12044:SF11,BCL2 INTERACTING MEDIATOR OF CELL DEATH,SLP ADAPTER AND CSK-INTERACTING MEMBRANE PROTEIN
Scin,,,MGI:1306794,,PTHR11977,PTHR11977:SF78,VILLIN,ADSEVERIN
Sclt1,,,MGI:1914411,,PTHR35970,PTHR35970:SF1,SODIUM CHANNEL AND CLATHRIN LINKER 1,SODIUM CHANNEL AND CLATHRIN LINKER 1
Scly,,,MGI:1355310,,PTHR11601,PTHR11601:SF59,CYSTEINE DESULFURYLASE FAMILY MEMBER,SELENOCYSTEINE LYASE
Scmh1,,,MGI:1352762,,PTHR12247,PTHR12247:SF68,POLYCOMB GROUP PROTEIN,POLYCOMB PROTEIN SCMH1
Scml2,,,MGI:1340042,,PTHR12247,PTHR12247:SF84,POLYCOMB GROUP PROTEIN,SEX COMB ON MIDLEG-LIKE PROTEIN 2
Scml4,,,MGI:2446140,,PTHR12247,PTHR12247:SF85,POLYCOMB GROUP PROTEIN,SEX COMB ON MIDLEG-LIKE PROTEIN 4
Scn10a,,,MGI:108029,,PTHR10037,PTHR10037:SF208,VOLTAGE-GATED CATION CHANNEL  CALCIUM AND SODIUM,SODIUM CHANNEL PROTEIN TYPE 10 SUBUNIT ALPHA
Scn11a,,,MGI:1345149,,PTHR10037,PTHR10037:SF210,VOLTAGE-GATED CATION CHANNEL  CALCIUM AND SODIUM,SODIUM CHANNEL PROTEIN TYPE 11 SUBUNIT ALPHA
Scn1a,,,MGI:98246,,PTHR10037,PTHR10037:SF280,VOLTAGE-GATED CATION CHANNEL  CALCIUM AND SODIUM,SODIUM CHANNEL PROTEIN TYPE 1 SUBUNIT ALPHA
Scn1b,,,MGI:98247,,PTHR10546,PTHR10546:SF2,SODIUM CHANNEL SUBUNIT BETA-1 AND 3,SODIUM CHANNEL SUBUNIT BETA-1
Scn2a,,,MGI:98248,,PTHR10037,PTHR10037:SF278,VOLTAGE-GATED CATION CHANNEL  CALCIUM AND SODIUM,SODIUM CHANNEL PROTEIN TYPE 2 SUBUNIT ALPHA
Scn2b,,,MGI:106921,,PTHR13869,PTHR13869:SF3,MYELIN P0 RELATED,SODIUM CHANNEL SUBUNIT BETA-2
Scn3a,,,MGI:98249,,PTHR10037,PTHR10037:SF237,VOLTAGE-GATED CATION CHANNEL  CALCIUM AND SODIUM,SODIUM CHANNEL PROTEIN TYPE 3 SUBUNIT ALPHA
Scn3b,,,MGI:1918882,,PTHR10546,PTHR10546:SF1,SODIUM CHANNEL SUBUNIT BETA-1 AND 3,SODIUM CHANNEL SUBUNIT BETA-3
Scn4a,,,MGI:98250,,PTHR10037,PTHR10037:SF223,VOLTAGE-GATED CATION CHANNEL  CALCIUM AND SODIUM,SODIUM CHANNEL PROTEIN TYPE 4 SUBUNIT ALPHA
Scn4b,,,MGI:2687406,,PTHR13869,PTHR13869:SF14,MYELIN P0 RELATED,SODIUM CHANNEL SUBUNIT BETA-4
Scn5a,,,MGI:98251,,PTHR10037,PTHR10037:SF206,VOLTAGE-GATED CATION CHANNEL  CALCIUM AND SODIUM,SODIUM CHANNEL PROTEIN TYPE 5 SUBUNIT ALPHA
Scn7a,,,MGI:102965,,PTHR10037,PTHR10037:SF14,VOLTAGE-GATED CATION CHANNEL  CALCIUM AND SODIUM,SODIUM CHANNEL PROTEIN TYPE 7 SUBUNIT ALPHA
Scn8a,,,MGI:103169,,PTHR10037,PTHR10037:SF23,VOLTAGE-GATED CATION CHANNEL  CALCIUM AND SODIUM,SODIUM CHANNEL PROTEIN TYPE 8 SUBUNIT ALPHA
Scn9a,,,MGI:107636,,PTHR10037,PTHR10037:SF221,VOLTAGE-GATED CATION CHANNEL  CALCIUM AND SODIUM,SODIUM CHANNEL PROTEIN TYPE 9 SUBUNIT ALPHA
Scnm1,,,MGI:1341284,,PTHR32297,PTHR32297:SF1,SODIUM CHANNEL MODIFIER 1,SODIUM CHANNEL MODIFIER 1
Scnn1a,,,MGI:101782,,PTHR11690,PTHR11690:SF124,AMILORIDE-SENSITIVE SODIUM CHANNEL-RELATED,AMILORIDE-SENSITIVE SODIUM CHANNEL SUBUNIT ALPHA
Scnn1b,,,MGI:104696,,PTHR11690,PTHR11690:SF18,AMILORIDE-SENSITIVE SODIUM CHANNEL-RELATED,AMILORIDE-SENSITIVE SODIUM CHANNEL SUBUNIT BETA
Scnn1g,,,MGI:104695,,PTHR11690,PTHR11690:SF19,AMILORIDE-SENSITIVE SODIUM CHANNEL-RELATED,AMILORIDE-SENSITIVE SODIUM CHANNEL SUBUNIT GAMMA
Sco1,,,MGI:106362,,PTHR12151,PTHR12151:SF4,ELECTRON TRANSPORT PROTIN SCO1/SENC FAMILY MEMBER,"PROTEIN SCO1 HOMOLOG, MITOCHONDRIAL"
Sco2,,,MGI:3818630,,PTHR12151,PTHR12151:SF2,ELECTRON TRANSPORT PROTIN SCO1/SENC FAMILY MEMBER,"PROTEIN SCO2 HOMOLOG, MITOCHONDRIAL"
Scoc,,,MGI:1927654,,PTHR21614,PTHR21614:SF1,SHORT COILED COIL PROTEIN,SHORT COILED-COIL PROTEIN
Scp2,,,MGI:98254,,PTHR24314,PTHR24314:SF20,NON-SPECIFIC LIPID TRANSFER PROTEIN-RELATED,NON-SPECIFIC LIPID-TRANSFER PROTEIN-RELATED
Scp2d1,,,MGI:1913578,,PTHR24314,PTHR24314:SF20,NON-SPECIFIC LIPID TRANSFER PROTEIN-RELATED,NON-SPECIFIC LIPID-TRANSFER PROTEIN-RELATED
Scpep1,,,MGI:1921867,,PTHR11802,PTHR11802:SF3,SERINE PROTEASE FAMILY S10 SERINE CARBOXYPEPTIDASE,RETINOID-INDUCIBLE SERINE CARBOXYPEPTIDASE
Scrg1,,,MGI:1328308,,PTHR17463,PTHR17463:SF0,SCRAPIE-RESPONSIVE PROTEIN 1 SCRG1,SCRAPIE-RESPONSIVE PROTEIN 1
Scrib,,,MGI:2145950,,PTHR23119,PTHR23119:SF44,DISCS LARGE,PROTEIN SCRIBBLE HOMOLOG
Scrn1,,,MGI:1917188,,PTHR12994,PTHR12994:SF7,SECERNIN,SECERNIN-1
Scrn2,,,MGI:1343092,,PTHR12994,PTHR12994:SF16,SECERNIN,SECERNIN-2
Scrn3,,,MGI:1921866,,PTHR12994,PTHR12994:SF18,SECERNIN,SECERNIN-3
Scrt1,,,MGI:2176606,,PTHR24388,PTHR24388:SF60,ZINC FINGER PROTEIN,TRANSCRIPTIONAL REPRESSOR SCRATCH 1
Scrt2,,,MGI:2139287,,PTHR24388,PTHR24388:SF48,ZINC FINGER PROTEIN,TRANSCRIPTIONAL REPRESSOR SCRATCH 2-RELATED
Sct,,,MGI:99466,,PTHR17378,PTHR17378:SF1,SECRETIN,SECRETIN
Sctr,,,MGI:2441720,,PTHR45620,PTHR45620:SF13,PDF RECEPTOR-LIKE PROTEIN-RELATED,SECRETIN RECEPTOR
Scube1,,,MGI:1890616,,PTHR24046,PTHR24046:SF4,"SIGNAL PEPTIDE, CUB AND EGF-LIKE DOMAIN-CONTAINING","SIGNAL PEPTIDE, CUB AND EGF-LIKE DOMAIN-CONTAINING PROTEIN 1"
Scube2,,,MGI:1928765,,PTHR24046,PTHR24046:SF3,"SIGNAL PEPTIDE, CUB AND EGF-LIKE DOMAIN-CONTAINING","SIGNAL PEPTIDE, CUB AND EGF-LIKE DOMAIN-CONTAINING PROTEIN 2"
Scube3,,,MGI:3045253,,PTHR24046,PTHR24046:SF2,"SIGNAL PEPTIDE, CUB AND EGF-LIKE DOMAIN-CONTAINING","SIGNAL PEPTIDE, CUB AND EGF-LIKE DOMAIN-CONTAINING PROTEIN 3"
Scx,,,MGI:102934,,PTHR23349,PTHR23349:SF5,"BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, TWIST",BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR SCLERAXIS
Scyl1,,,MGI:1931787,,PTHR12984,PTHR12984:SF3,SCY1-RELATED S/T PROTEIN KINASE-LIKE,N-TERMINAL KINASE-LIKE PROTEIN
Scyl2,,,MGI:1289172,,PTHR12984,PTHR12984:SF6,SCY1-RELATED S/T PROTEIN KINASE-LIKE,SCY1-LIKE PROTEIN 2
Scyl3,,,MGI:1921385,,PTHR12984,PTHR12984:SF15,SCY1-RELATED S/T PROTEIN KINASE-LIKE,PROTEIN-ASSOCIATING WITH THE CARBOXYL-TERMINAL DOMAIN OF EZRIN
Sdad1,,,MGI:2140779,,PTHR12730,PTHR12730:SF0,HSDA/SDA1-RELATED,PROTEIN SDA1 HOMOLOG
Sdc1,,,MGI:1349162,,PTHR10915,PTHR10915:SF5,SYNDECAN,SYNDECAN-1
Sdc2,,,MGI:1349165,,PTHR10915,PTHR10915:SF6,SYNDECAN,SYNDECAN-2
Sdc3,,,MGI:1349163,,PTHR10915,PTHR10915:SF7,SYNDECAN,SYNDECAN-3
Sdc4,,,MGI:1349164,,PTHR10915,PTHR10915:SF3,SYNDECAN,SYNDECAN-4
Sdcbp,,,MGI:1337026,,PTHR12345,PTHR12345:SF10,SYNTENIN RELATED,SYNTENIN-1
Sdcbp2,,,MGI:2385156,,PTHR12345,PTHR12345:SF13,SYNTENIN RELATED,SYNTENIN-2
Sdccag8,,,MGI:1924066,,PTHR34343,PTHR34343:SF1,SEROLOGICALLY DEFINED COLON CANCER ANTIGEN 8,SEROLOGICALLY DEFINED COLON CANCER ANTIGEN 8
Sde2,,,MGI:2384788,,PTHR12786,PTHR12786:SF1,SPLICING FACTOR SF3A-RELATED,REPLICATION STRESS RESPONSE REGULATOR SDE2
Sdf2,,,MGI:108019,,PTHR10050,PTHR10050:SF46,DOLICHYL-PHOSPHATE-MANNOSE--PROTEIN MANNOSYLTRANSFERASE,PROTEIN O-MANNOSYL-TRANSFERASE 2
Sdf2l1,,,MGI:2149842,,PTHR10050,PTHR10050:SF51,DOLICHYL-PHOSPHATE-MANNOSE--PROTEIN MANNOSYLTRANSFERASE,PROTEIN O-MANNOSYL-TRANSFERASE 1-RELATED
Sdf4,,,MGI:108079,,PTHR10827,PTHR10827:SF51,RETICULOCALBIN,45 KDA CALCIUM-BINDING PROTEIN
Sdha,,,MGI:1914195,,PTHR11632,PTHR11632:SF51,SUCCINATE DEHYDROGENASE 2 FLAVOPROTEIN SUBUNIT,"SUCCINATE DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN SUBUNIT, MITOCHONDRIAL"
Sdhaf1,,,MGI:1915582,,PTHR47046,PTHR47046:SF1,"SUCCINATE DEHYDROGENASE ASSEMBLY FACTOR 1, MITOCHONDRIAL","SUCCINATE DEHYDROGENASE ASSEMBLY FACTOR 1, MITOCHONDRIAL"
Sdhaf2,,,MGI:1913322,,PTHR12469,PTHR12469:SF2,"PROTEIN EMI5 HOMOLOG, MITOCHONDRIAL","SUCCINATE DEHYDROGENASE ASSEMBLY FACTOR 2, MITOCHONDRIAL"
Sdhaf3,,,MGI:1913288,,PTHR13137,PTHR13137:SF6,DC11  ACN9 HOMOLOG,"SUCCINATE DEHYDROGENASE ASSEMBLY FACTOR 3, MITOCHONDRIAL"
Sdhaf4,,,MGI:1915252,,PTHR28524,PTHR28524:SF3,"SUCCINATE DEHYDROGENASE ASSEMBLY FACTOR 4, MITOCHONDRIAL","SUCCINATE DEHYDROGENASE ASSEMBLY FACTOR 4, MITOCHONDRIAL"
Sdhb,,,MGI:1914930,,PTHR11921,PTHR11921:SF29,SUCCINATE DEHYDROGENASE IRON-SULFUR PROTEIN,"SUCCINATE DEHYDROGENASE [UBIQUINONE] IRON-SULFUR SUBUNIT, MITOCHONDRIAL"
Sdhc,,,MGI:1913302,,PTHR10978,PTHR10978:SF5,SUCCINATE DEHYDROGENASE CYTOCHROME B560 SUBUNIT,"SUCCINATE DEHYDROGENASE CYTOCHROME B560 SUBUNIT, MITOCHONDRIAL"
Sdhd,,,MGI:1914175,,PTHR13337,PTHR13337:SF2,SUCCINATE DEHYDROGENASE,"SUCCINATE DEHYDROGENASE [UBIQUINONE] CYTOCHROME B SMALL SUBUNIT, MITOCHONDRIAL"
Sdk1,,,MGI:2444413,,PTHR13817,PTHR13817:SF55,TITIN,PROTEIN SIDEKICK-1
Sdk2,,,MGI:2443847,,PTHR13817,PTHR13817:SF59,TITIN,PROTEIN SIDEKICK-2
Sdr16c5,,,MGI:2668443,,PTHR24322,PTHR24322:SF728,PKSB,EPIDERMAL RETINOL DEHYDROGENASE 2
Sdr16c6,,,MGI:2685269,,PTHR24322,PTHR24322:SF341,PKSB,SHORT-CHAIN DEHYDROGENASE/REDUCTASE FAMILY 16C MEMBER 6
Sdr39u1,,,MGI:1916876,,PTHR11092,PTHR11092:SF0,SUGAR NUCLEOTIDE EPIMERASE RELATED,EPIMERASE FAMILY PROTEIN SDR39U1
Sdr42e1,,,MGI:1921282,,PTHR10366,PTHR10366:SF317,NAD DEPENDENT EPIMERASE/DEHYDRATASE,SHORT-CHAIN DEHYDROGENASE/REDUCTASE FAMILY 42E MEMBER 1
Sdr9c7,,,MGI:1917311,,PTHR43313,PTHR43313:SF5,SHORT-CHAIN DEHYDROGENASE/REDUCTASE FAMILY 9C,SHORT-CHAIN DEHYDROGENASE/REDUCTASE FAMILY 9C MEMBER 7
Sds,,,MGI:98270,,PTHR48078,PTHR48078:SF8,"THREONINE DEHYDRATASE, MITOCHONDRIAL-RELATED",L-SERINE DEHYDRATASE/L-THREONINE DEAMINASE
Sdsl,,,MGI:2182607,,PTHR48078,PTHR48078:SF16,"THREONINE DEHYDRATASE, MITOCHONDRIAL-RELATED",SERINE DEHYDRATASE-LIKE
Sebox,,,MGI:108012,,PTHR47777,PTHR47777:SF1,HOMEOBOX PROTEIN SEBOX,HOMEOBOX PROTEIN SEBOX
Sec1,,,MGI:1928893,,PTHR11927,PTHR11927:SF5,GALACTOSIDE 2-L-FUCOSYLTRANSFERASE,GALACTOSIDE 2-ALPHA-L-FUCOSYLTRANSFERASE 3
Sec11a,,,MGI:1929464,,PTHR10806,PTHR10806:SF28,SIGNAL PEPTIDASE COMPLEX CATALYTIC SUBUNIT SEC11,SIGNAL PEPTIDASE COMPLEX CATALYTIC SUBUNIT SEC11A
Sec11c,,,MGI:1913536,,PTHR10806,PTHR10806:SF12,SIGNAL PEPTIDASE COMPLEX CATALYTIC SUBUNIT SEC11,SIGNAL PEPTIDASE COMPLEX CATALYTIC SUBUNIT SEC11C
Sec13,,,MGI:99832,,PTHR11024,PTHR11024:SF2,NUCLEAR PORE COMPLEX PROTEIN SEC13 / SEH1 FAMILY MEMBER,PROTEIN SEC13 HOMOLOG
Sec14l1,,,MGI:1921386,,PTHR23324,PTHR23324:SF51,SEC14 RELATED PROTEIN,SEC14-LIKE PROTEIN 1
Sec14l2,,,MGI:1915065,,PTHR23324,PTHR23324:SF64,SEC14 RELATED PROTEIN,SEC14-LIKE PROTEIN 2
Sec14l3,,,MGI:3617848,,PTHR23324,PTHR23324:SF62,SEC14 RELATED PROTEIN,SEC14-LIKE PROTEIN 3
Sec14l4,,,MGI:2144095,,PTHR23324,PTHR23324:SF42,SEC14 RELATED PROTEIN,SEC14-LIKE PROTEIN 4
Sec14l5,,,MGI:3616084,,PTHR23324,PTHR23324:SF39,SEC14 RELATED PROTEIN,SEC14-LIKE PROTEIN 5
Sec16a,,,MGI:2139207,,PTHR13402,PTHR13402:SF13,RGPR-RELATED,PROTEIN TRANSPORT PROTEIN SEC16A
Sec16b,,,MGI:2148802,,PTHR13402,PTHR13402:SF11,RGPR-RELATED,PROTEIN TRANSPORT PROTEIN SEC16B
Sec22a,,,MGI:2447876,,PTHR46258,PTHR46258:SF3,FAMILY NOT NAMED,VESICLE-TRAFFICKING PROTEIN SEC22A
Sec22b,,,MGI:1338759,,PTHR45837,PTHR45837:SF3,VESICLE-TRAFFICKING PROTEIN SEC22B,VESICLE-TRAFFICKING PROTEIN SEC22B
Sec22c,,,MGI:2447871,,PTHR46258,PTHR46258:SF2,FAMILY NOT NAMED,VESICLE-TRAFFICKING PROTEIN SEC22C
Sec23a,,,MGI:1349635,,PTHR11141,PTHR11141:SF7,PROTEIN TRANSPORT PROTEIN SEC23,PROTEIN TRANSPORT PROTEIN SEC23A
Sec23b,,,MGI:1350925,,PTHR11141,PTHR11141:SF10,PROTEIN TRANSPORT PROTEIN SEC23,PROTEIN TRANSPORT PROTEIN SEC23B
Sec23ip,,,MGI:2450915,,PTHR23509,PTHR23509:SF4,PA-PL1 PHOSPHOLIPASE FAMILY,SEC23-INTERACTING PROTEIN
Sec24a,,,MGI:1924621,,PTHR13803,PTHR13803:SF1,SEC24-RELATED PROTEIN,PROTEIN TRANSPORT PROTEIN SEC24A
Sec24b,,,MGI:2139764,,PTHR13803,PTHR13803:SF42,SEC24-RELATED PROTEIN,PROTEIN TRANSPORT PROTEIN SEC24B
Sec24c,,,MGI:1919746,,PTHR13803,PTHR13803:SF5,SEC24-RELATED PROTEIN,PROTEIN TRANSPORT PROTEIN SEC24C
Sec24d,,,MGI:1916858,,PTHR13803,PTHR13803:SF6,SEC24-RELATED PROTEIN,PROTEIN TRANSPORT PROTEIN SEC24D
Sec31a,,,MGI:1916412,,PTHR13923,PTHR13923:SF23,SEC31-RELATED PROTEIN,PROTEIN TRANSPORT PROTEIN SEC31A
Sec31b,,,MGI:2685187,,PTHR13923,PTHR13923:SF22,SEC31-RELATED PROTEIN,PROTEIN TRANSPORT PROTEIN SEC31B
Sec61a1,,,MGI:1858417,,PTHR10906,PTHR10906:SF19,SECY/SEC61-ALPHA FAMILY MEMBER,PROTEIN TRANSPORT PROTEIN SEC61 SUBUNIT ALPHA ISOFORM 1
Sec61a2,,,MGI:1931071,,PTHR10906,PTHR10906:SF10,SECY/SEC61-ALPHA FAMILY MEMBER,PROTEIN TRANSPORT PROTEIN SEC61 SUBUNIT ALPHA ISOFORM 2
Sec61b,,,MGI:1913462,,PTHR13509,PTHR13509:SF3,SEC61 SUBUNIT BETA,PROTEIN TRANSPORT PROTEIN SEC61 SUBUNIT BETA
Sec61g,,,MGI:1202066,,PTHR12309,PTHR12309:SF5,SEC61 GAMMA SUBUNIT,PROTEIN TRANSPORT PROTEIN SEC61 SUBUNIT GAMMA
Sec62,,,MGI:1916526,,PTHR12443,PTHR12443:SF9,TRANSLOCATION PROTEIN SEC62,TRANSLOCATION PROTEIN SEC62
Sec63,,,MGI:2155302,,PTHR24075,PTHR24075:SF0,SEC63 DOMAIN-CONTAINING,TRANSLOCATION PROTEIN SEC63 HOMOLOG
Secisbp2,,,MGI:1922670,,PTHR13284,PTHR13284:SF9,GH01354P,SELENOCYSTEINE INSERTION SEQUENCE-BINDING PROTEIN 2
Secisbp2l,,,MGI:1917604,,PTHR13284,PTHR13284:SF10,GH01354P,SELENOCYSTEINE INSERTION SEQUENCE-BINDING PROTEIN 2-LIKE
Sectm1a,,,MGI:2384805,,PTHR15123,PTHR15123:SF6,SECRETED AND TRANSMEMBRANE PROTEIN 1,SECRETED AND TRANSMEMBRANE PROTEIN 1A
Sectm1b,,,MGI:1929083,,PTHR15123,PTHR15123:SF5,SECRETED AND TRANSMEMBRANE PROTEIN 1,SECRETED AND TRANSMEMBRANE PROTEIN 1
Seh1l,,,MGI:1919374,,PTHR11024,PTHR11024:SF3,NUCLEAR PORE COMPLEX PROTEIN SEC13 / SEH1 FAMILY MEMBER,NUCLEOPORIN SEH1
Sel1l,,,MGI:1329016,,PTHR11102,PTHR11102:SF70,SEL-1-LIKE PROTEIN,PROTEIN SEL-1 HOMOLOG 1
Sel1l2,,,MGI:2684964,,PTHR11102,PTHR11102:SF53,SEL-1-LIKE PROTEIN,PROTEIN SEL-1 HOMOLOG 2
Sel1l3,,,MGI:1916941,,PTHR44444,PTHR44444:SF1,FAMILY NOT NAMED,PROTEIN SEL-1 HOMOLOG 3
Sele,,,MGI:98278,,PTHR19325,PTHR19325:SF493,COMPLEMENT COMPONENT-RELATED SUSHI DOMAIN-CONTAINING,E-SELECTIN
Selenbp1,,,MGI:96825,,PTHR23300,PTHR23300:SF0,METHANETHIOL OXIDASE,METHANETHIOL OXIDASE
Selenbp2,,,MGI:104859,,PTHR23300,PTHR23300:SF0,METHANETHIOL OXIDASE,METHANETHIOL OXIDASE
Selenof,,,MGI:1927947,,PTHR13077,PTHR13077:SF6,SELENOPROTEIN F,SELENOPROTEIN F
Selenoh,,,MGI:1919907,,PTHR33638,PTHR33638:SF1,SELENOPROTEIN H,SELENOPROTEIN H
Selenoi,,,MGI:107898,,PTHR10414,PTHR10414:SF47,ETHANOLAMINEPHOSPHOTRANSFERASE,ETHANOLAMINEPHOSPHOTRANSFERASE 1
Selenok,,,MGI:1931466,,PTHR16875,PTHR16875:SF0,SELENOPROTEIN K,SELENOPROTEIN K
Selenom,,,MGI:2149786,,PTHR13077,PTHR13077:SF7,SELENOPROTEIN F,SELENOPROTEIN M
Selenon,,,MGI:2151208,,PTHR16213,PTHR16213:SF78,UNCHARACTERIZED,SELENOPROTEIN N
Selenoo,,,MGI:1919007,,PTHR12153,PTHR12153:SF15,SELENOPROTEIN O,"PROTEIN ADENYLYLTRANSFERASE SELO, MITOCHONDRIAL"
Selenop,,,MGI:894288,,PTHR10105,PTHR10105:SF3,SELENOPROTEIN P,SELENOPROTEIN P
Selenos,,,MGI:95994,,PTHR28621,PTHR28621:SF1,SELENOPROTEIN S,SELENOPROTEIN S
Selenot,,,MGI:1916477,,PTHR13544,PTHR13544:SF0,SELENOPROTEIN T,THIOREDOXIN REDUCTASE-LIKE SELENOPROTEIN T
Selenov,,,MGI:3608324,,PTHR15124,PTHR15124:SF17,SELENOPROTEIN W,SELENOPROTEIN V
Selenow,,,MGI:1100878,,PTHR15124,PTHR15124:SF16,SELENOPROTEIN W,SELENOPROTEIN W
Sell,,,,,PTHR19325,,,
Selp,,,MGI:98280,,PTHR19325,PTHR19325:SF484,COMPLEMENT COMPONENT-RELATED SUSHI DOMAIN-CONTAINING,P-SELECTIN
Selplg,,,MGI:106689,,PTHR17384,PTHR17384:SF7,P-SELECTIN GLYCOPROTEIN LIGAND-1,P-SELECTIN GLYCOPROTEIN LIGAND 1
Sem1,,,MGI:109238,,PTHR16771,PTHR16771:SF0,26 PROTEASOME COMPLEX SUBUNIT DSS1,26S PROTEASOME COMPLEX SUBUNIT SEM1
Sema3a,,,MGI:107558,,PTHR11036,PTHR11036:SF23,SEMAPHORIN,SEMAPHORIN-3A
Sema3b,,,MGI:107561,,PTHR11036,PTHR11036:SF37,SEMAPHORIN,SEMAPHORIN-3B
Sema3c,,,MGI:107557,,PTHR11036,PTHR11036:SF25,SEMAPHORIN,SEMAPHORIN-3C
Sema3d,,,MGI:1860118,,PTHR11036,PTHR11036:SF36,SEMAPHORIN,SEMAPHORIN-3D
Sema3e,,,MGI:1340034,,PTHR11036,PTHR11036:SF22,SEMAPHORIN,SEMAPHORIN-3E
Sema3f,,,MGI:1096347,,PTHR11036,PTHR11036:SF27,SEMAPHORIN,SEMAPHORIN-3F
Sema3g,,,MGI:3041242,,PTHR11036,PTHR11036:SF20,SEMAPHORIN,SEMAPHORIN-3G
Sema4a,,,MGI:107560,,PTHR11036,PTHR11036:SF15,SEMAPHORIN,SEMAPHORIN-4A
Sema4b,,,MGI:107559,,PTHR11036,PTHR11036:SF14,SEMAPHORIN,SEMAPHORIN-4B
Sema4c,,,MGI:109252,,PTHR11036,PTHR11036:SF16,SEMAPHORIN,SEMAPHORIN-4C
Sema4d,,,MGI:109244,,PTHR11036,PTHR11036:SF18,SEMAPHORIN,SEMAPHORIN-4D
